book1,book2,cosine_similarity
370.txt,377.txt,0.03205268643402955
30.txt,37.txt,0.0320503482855722
440.txt,374.txt,0.03205003393240689
298.txt,130.txt,0.03204992173486089
359.txt,491.txt,0.03204950283848425
38.txt,474.txt,0.03204887126428072
307.txt,58.txt,0.03204874852383371
365.txt,439.txt,0.032046807714847005
107.txt,26.txt,0.03204629628235336
405.txt,152.txt,0.03204622142209317
67.txt,333.txt,0.032045832127002016
202.txt,346.txt,0.03204538645905695
206.txt,382.txt,0.03204531578081351
27.txt,228.txt,0.03204515556201783
244.txt,35.txt,0.03204501034964555
9.txt,256.txt,0.032042471642880495
18.txt,167.txt,0.032038929059195406
392.txt,204.txt,0.0320388889870931
217.txt,306.txt,0.03203534521891456
322.txt,163.txt,0.03203408996027615
452.txt,42.txt,0.032033116689270835
27.txt,21.txt,0.032032756200934306
314.txt,390.txt,0.03203066276017523
483.txt,315.txt,0.032030581238796464
479.txt,342.txt,0.03202953975751491
360.txt,451.txt,0.032029294043973644
48.txt,326.txt,0.03202927689713375
452.txt,491.txt,0.03202750830470843
219.txt,315.txt,0.032026476704913896
169.txt,328.txt,0.03202606100328978
483.txt,312.txt,0.032025747235423924
297.txt,342.txt,0.03202360663284358
433.txt,408.txt,0.03202126020378072
483.txt,451.txt,0.03202124252978463
376.txt,291.txt,0.03202031895130101
475.txt,367.txt,0.032019856317736586
157.txt,353.txt,0.03201976113944947
379.txt,453.txt,0.032018972061152555
293.txt,367.txt,0.03201859407070533
373.txt,416.txt,0.0320180555574189
217.txt,374.txt,0.03201761779523044
26.txt,19.txt,0.03201621695443726
445.txt,328.txt,0.03201504000856862
337.txt,97.txt,0.03201304124079979
200.txt,17.txt,0.0320088230658318
14.txt,445.txt,0.03200597267535694
422.txt,298.txt,0.03200468823354335
469.txt,328.txt,0.03200410076244773
483.txt,270.txt,0.032000186763557786
470.txt,159.txt,0.03199953348821282
260.txt,368.txt,0.03199919401026929
376.txt,35.txt,0.03199825292520836
475.txt,278.txt,0.03199782568736711
280.txt,406.txt,0.03199748886801066
430.txt,270.txt,0.03199623014514024
352.txt,458.txt,0.031993672059423515
405.txt,285.txt,0.03199308437120724
437.txt,291.txt,0.0319836897001289
85.txt,259.txt,0.031980702619459456
285.txt,357.txt,0.03198055404640335
366.txt,442.txt,0.03197842802950988
308.txt,315.txt,0.031976876270536005
463.txt,396.txt,0.0319764776265912
322.txt,369.txt,0.03197390255007156
310.txt,353.txt,0.031973291400106456
404.txt,139.txt,0.0319701623885299
48.txt,476.txt,0.03196832090489067
206.txt,489.txt,0.03196541340334992
433.txt,292.txt,0.031957260039290225
422.txt,380.txt,0.03195724013325411
217.txt,109.txt,0.031956875821682565
159.txt,291.txt,0.03195640786531049
483.txt,223.txt,0.0319559414324959
158.txt,105.txt,0.03195458123386633
404.txt,427.txt,0.031952226770014955
348.txt,342.txt,0.031951747830163545
144.txt,296.txt,0.031951253016934106
339.txt,215.txt,0.03195101693100491
288.txt,304.txt,0.03195090549751324
499.txt,374.txt,0.0319503445661385
376.txt,495.txt,0.031946357177820656
285.txt,310.txt,0.03194612404795799
48.txt,328.txt,0.03194494880836777
201.txt,99.txt,0.03194433027062692
150.txt,163.txt,0.03194376488892829
350.txt,474.txt,0.03194289390635477
448.txt,396.txt,0.03194268103648125
204.txt,71.txt,0.03194213055232495
204.txt,442.txt,0.03194152664925535
476.txt,285.txt,0.03194112791805621
449.txt,244.txt,0.031940937304362184
356.txt,296.txt,0.03193829661153547
374.txt,126.txt,0.031936525145323136
390.txt,99.txt,0.03193643138269529
299.txt,397.txt,0.031936282271569146
244.txt,357.txt,0.03193570164856536
77.txt,359.txt,0.031934783665068224
221.txt,480.txt,0.031932622953181874
392.txt,398.txt,0.031929676153601164
130.txt,389.txt,0.03192919832315759
241.txt,340.txt,0.03192581859281184
404.txt,258.txt,0.031925766861712744
354.txt,411.txt,0.03192377650761857
448.txt,328.txt,0.031917163467578356
158.txt,23.txt,0.031916821523810014
374.txt,6.txt,0.031913470981402535
257.txt,232.txt,0.031912079025409774
318.txt,495.txt,0.031911546712654774
228.txt,275.txt,0.0319115047426681
14.txt,326.txt,0.03190987949452663
339.txt,23.txt,0.031908603695270335
370.txt,64.txt,0.03190650487656753
450.txt,217.txt,0.03190646904629185
138.txt,275.txt,0.03190622386046326
451.txt,163.txt,0.03190580835724327
408.txt,151.txt,0.03190528497198405
448.txt,280.txt,0.031905115910219134
287.txt,309.txt,0.03190405482199161
32.txt,240.txt,0.031902216533240796
80.txt,381.txt,0.031900738218925875
298.txt,359.txt,0.03190072697102319
285.txt,465.txt,0.031892424312412036
376.txt,204.txt,0.03189196312896962
125.txt,111.txt,0.03188986173556186
459.txt,400.txt,0.03188832174674156
405.txt,485.txt,0.03188813218906041
27.txt,405.txt,0.03188651850026015
470.txt,235.txt,0.031885652161779125
288.txt,307.txt,0.031884114256370374
134.txt,366.txt,0.031883687816595445
330.txt,240.txt,0.03187319544882011
376.txt,9.txt,0.03187165030358963
456.txt,213.txt,0.03186930316427557
476.txt,306.txt,0.03186886261413633
236.txt,312.txt,0.031865656640765086
455.txt,397.txt,0.03186463976200371
23.txt,219.txt,0.03186387029836877
478.txt,381.txt,0.03186301770137535
285.txt,207.txt,0.031860216209862104
405.txt,222.txt,0.03186008598983186
10.txt,202.txt,0.03185780297049957
299.txt,456.txt,0.03185411562255892
308.txt,35.txt,0.031847022363592915
346.txt,204.txt,0.0318436983414455
67.txt,307.txt,0.03184165505082457
244.txt,291.txt,0.031837819951935596
422.txt,206.txt,0.03183779155112654
429.txt,316.txt,0.031837177706093636
209.txt,436.txt,0.031836776857355704
366.txt,439.txt,0.03183649715722221
381.txt,6.txt,0.031836099361008924
423.txt,272.txt,0.03183429772648406
459.txt,458.txt,0.031834030440101246
241.txt,443.txt,0.03183084514583964
322.txt,289.txt,0.03182664664612829
51.txt,207.txt,0.03182600003205616
82.txt,97.txt,0.03182543948622833
449.txt,243.txt,0.031825173589611296
258.txt,238.txt,0.031825149593418235
102.txt,455.txt,0.031823911535807464
381.txt,494.txt,0.03182228381642974
38.txt,104.txt,0.031822179818648315
470.txt,372.txt,0.031821926086780486
107.txt,262.txt,0.03182143113611099
385.txt,259.txt,0.0318200574488074
152.txt,493.txt,0.031819236239554835
323.txt,406.txt,0.03181909333663158
292.txt,477.txt,0.03181859712020517
496.txt,411.txt,0.031816408009943724
138.txt,369.txt,0.03181463351770988
134.txt,390.txt,0.031814245951615916
202.txt,219.txt,0.031812792077291166
356.txt,213.txt,0.031811780537785286
359.txt,171.txt,0.031808914477849226
214.txt,333.txt,0.031808462049843056
456.txt,375.txt,0.03180803237818076
452.txt,51.txt,0.031807091909691554
376.txt,214.txt,0.03180479346113351
421.txt,308.txt,0.03180397208815539
110.txt,381.txt,0.03180260936495053
271.txt,335.txt,0.03180192826484773
139.txt,244.txt,0.031800736483524134
260.txt,489.txt,0.03179933016521141
455.txt,41.txt,0.031799092187417916
87.txt,326.txt,0.0317976451852554
359.txt,166.txt,0.03179582470750608
429.txt,424.txt,0.03179550172951443
23.txt,310.txt,0.03179544291287657
430.txt,259.txt,0.03179480485548284
345.txt,240.txt,0.031794438467822345
332.txt,481.txt,0.0317940350529319
88.txt,277.txt,0.03178922447088951
132.txt,340.txt,0.03178791680440972
134.txt,263.txt,0.03177516106754695
25.txt,476.txt,0.03177470029505662
139.txt,487.txt,0.03177433110846223
417.txt,249.txt,0.03177122851096997
450.txt,23.txt,0.03176402494077086
448.txt,406.txt,0.03176277283949618
351.txt,130.txt,0.03176263611644218
291.txt,11.txt,0.031762372053211294
449.txt,352.txt,0.03176076632493619
260.txt,352.txt,0.03175841508317891
452.txt,300.txt,0.031758403988394406
466.txt,366.txt,0.031757754718872724
357.txt,324.txt,0.03175657558189478
439.txt,6.txt,0.03175473176078814
25.txt,99.txt,0.031754320895319224
406.txt,334.txt,0.03174586961904961
307.txt,358.txt,0.03174268808671381
128.txt,443.txt,0.03174260469785245
260.txt,41.txt,0.031739439239091886
275.txt,333.txt,0.03173578083070982
326.txt,288.txt,0.031730033035174514
242.txt,304.txt,0.031729307327686626
124.txt,328.txt,0.03172703038188829
163.txt,377.txt,0.031725122348777016
416.txt,307.txt,0.03172400336825622
286.txt,373.txt,0.031722959369571715
236.txt,207.txt,0.031722559508907885
444.txt,263.txt,0.03172120522898107
66.txt,49.txt,0.03172052189615933
452.txt,62.txt,0.0317202106129315
379.txt,215.txt,0.03171979501935417
359.txt,407.txt,0.03171970244499936
449.txt,310.txt,0.03171700621063115
470.txt,375.txt,0.03171517232978449
12.txt,309.txt,0.03171487250181496
466.txt,458.txt,0.031713889631755796
271.txt,12.txt,0.03171360524888902
475.txt,403.txt,0.03171303970854289
202.txt,400.txt,0.03171189417473716
336.txt,427.txt,0.031710814224160326
440.txt,307.txt,0.0317097610764486
219.txt,436.txt,0.031709747880762196
92.txt,465.txt,0.03170906252905498
169.txt,390.txt,0.031708674298987924
288.txt,332.txt,0.03170732260163582
217.txt,270.txt,0.03170717716404679
323.txt,126.txt,0.031706314602350856
339.txt,443.txt,0.031705129916328026
105.txt,264.txt,0.03170348357111957
150.txt,430.txt,0.03170271638820646
453.txt,328.txt,0.03170178994420885
163.txt,353.txt,0.03170176737948813
465.txt,112.txt,0.03169589509960129
360.txt,128.txt,0.03169383668714252
172.txt,270.txt,0.03169301393214382
331.txt,460.txt,0.03169140783719397
138.txt,291.txt,0.03168855366629267
214.txt,375.txt,0.031687829444190505
217.txt,259.txt,0.03168474988595027
79.txt,448.txt,0.0316806718070843
444.txt,49.txt,0.03167945958883127
67.txt,21.txt,0.03167800381568896
280.txt,377.txt,0.03167740628912511
82.txt,344.txt,0.03167737628968281
169.txt,271.txt,0.03167512601360324
452.txt,123.txt,0.0316731194287239
336.txt,418.txt,0.031672628868693396
331.txt,314.txt,0.03166585005392187
87.txt,61.txt,0.03166198929804418
485.txt,487.txt,0.031657456244977324
469.txt,371.txt,0.03165655068239282
480.txt,220.txt,0.031655735113835674
271.txt,358.txt,0.03165461263672142
293.txt,288.txt,0.031652753346242
108.txt,139.txt,0.03165237602389499
38.txt,454.txt,0.031650050695885217
354.txt,403.txt,0.03164564282969621
444.txt,291.txt,0.031645336006697306
408.txt,209.txt,0.03164221176510058
179.txt,381.txt,0.03164212833042113
289.txt,455.txt,0.03163955424705973
51.txt,309.txt,0.03163886458432325
336.txt,262.txt,0.0316363897259999
440.txt,261.txt,0.031635334806443836
243.txt,461.txt,0.03163485279269183
367.txt,307.txt,0.031634332479300566
228.txt,496.txt,0.031632549442963176
370.txt,369.txt,0.0316321337290926
449.txt,291.txt,0.03163170054483867
470.txt,3.txt,0.031629198652696665
161.txt,171.txt,0.03162735851577163
335.txt,328.txt,0.03162682007294311
429.txt,371.txt,0.03162645946203445
341.txt,215.txt,0.031625994640297
238.txt,263.txt,0.03162300593071697
204.txt,436.txt,0.03162087957436165
10.txt,444.txt,0.031619783547962986
373.txt,293.txt,0.031619552936010015
461.txt,149.txt,0.03161810678375762
204.txt,330.txt,0.03161729390684765
360.txt,33.txt,0.031616477824432415
330.txt,28.txt,0.031615453550006396
478.txt,271.txt,0.03161459870475802
352.txt,414.txt,0.03161344070733835
160.txt,171.txt,0.03161223090224205
328.txt,216.txt,0.03161157547454502
206.txt,317.txt,0.03161018742704611
370.txt,94.txt,0.03160964762669275
337.txt,324.txt,0.031609032412277
82.txt,439.txt,0.031606520062484725
499.txt,340.txt,0.031604106608145714
98.txt,466.txt,0.03160344158590066
360.txt,167.txt,0.03160124340625765
344.txt,366.txt,0.031600410374436914
260.txt,298.txt,0.03159672315460342
204.txt,375.txt,0.031596006214988336
404.txt,244.txt,0.03159399810539168
108.txt,270.txt,0.031593796982855436
392.txt,448.txt,0.03159196071701827
290.txt,238.txt,0.031591717970187276
471.txt,26.txt,0.03159142723419095
158.txt,148.txt,0.03158991557449249
113.txt,291.txt,0.031583614245424656
359.txt,104.txt,0.03158165854583927
339.txt,418.txt,0.03158103178033928
304.txt,246.txt,0.03157970154008047
326.txt,496.txt,0.031579416508501205
26.txt,209.txt,0.03157927737287515
221.txt,270.txt,0.031578803146616014
246.txt,28.txt,0.03157850647274623
285.txt,343.txt,0.03157685243499743
266.txt,357.txt,0.031576140404067525
241.txt,9.txt,0.03157416819604718
346.txt,263.txt,0.03157364877407152
408.txt,56.txt,0.03156797531371244
360.txt,109.txt,0.03156759902230541
313.txt,377.txt,0.03156738334924454
423.txt,160.txt,0.03156554144790332
23.txt,300.txt,0.03156552654477116
369.txt,240.txt,0.03156536655727051
445.txt,220.txt,0.03156473068649111
107.txt,21.txt,0.0315625917135497
37.txt,66.txt,0.03156217217622189
206.txt,337.txt,0.03155789039702254
214.txt,28.txt,0.031555180453530764
150.txt,139.txt,0.03155401080886227
214.txt,246.txt,0.031553721390610585
144.txt,366.txt,0.031552920118623186
175.txt,488.txt,0.031550174531001285
460.txt,261.txt,0.03155004171091725
238.txt,21.txt,0.031548803273961666
437.txt,157.txt,0.03154699288847519
243.txt,424.txt,0.03154603522339469
27.txt,382.txt,0.03154371251647789
432.txt,379.txt,0.031542851589440014
206.txt,220.txt,0.031542397007026594
261.txt,406.txt,0.03154002863681651
356.txt,439.txt,0.03153952189812643
258.txt,436.txt,0.03153782168139419
449.txt,300.txt,0.031536653441010976
455.txt,66.txt,0.031535892085375564
421.txt,332.txt,0.03153563264179137
108.txt,408.txt,0.03153361826616004
452.txt,498.txt,0.03152726536028735
244.txt,23.txt,0.03152705046314882
309.txt,355.txt,0.031526981616637584
373.txt,126.txt,0.03152545346387896
168.txt,328.txt,0.03152522116086091
371.txt,336.txt,0.031524113430194206
295.txt,374.txt,0.03152356193275527
449.txt,275.txt,0.031521875974787665
209.txt,400.txt,0.031520676331519816
217.txt,343.txt,0.03151944577061515
449.txt,418.txt,0.03151858695195732
437.txt,23.txt,0.03151779033335669
466.txt,170.txt,0.03151693190341093
260.txt,108.txt,0.03151632608338347
359.txt,410.txt,0.03151604026161322
367.txt,487.txt,0.03151441296645298
108.txt,309.txt,0.031514297616598005
420.txt,270.txt,0.03151295046590832
150.txt,290.txt,0.03151111134881402
451.txt,365.txt,0.03150967079061858
443.txt,41.txt,0.03150961354145557
459.txt,136.txt,0.03150238589577673
14.txt,476.txt,0.03150195823081231
18.txt,328.txt,0.031496957911317666
346.txt,344.txt,0.03149648172380255
139.txt,28.txt,0.03149591677275174
429.txt,400.txt,0.03149519371315399
243.txt,443.txt,0.031491454502358594
131.txt,301.txt,0.0314909909529295
172.txt,296.txt,0.031490886156103334
273.txt,400.txt,0.031488280888170184
236.txt,309.txt,0.031487673922181235
234.txt,262.txt,0.03148717849532067
293.txt,374.txt,0.03148596199135178
421.txt,424.txt,0.03148580086113802
477.txt,301.txt,0.03148371854399952
20.txt,391.txt,0.03148267507251544
356.txt,259.txt,0.03148108873807768
359.txt,94.txt,0.03148088892595459
285.txt,470.txt,0.03148019227883298
73.txt,414.txt,0.031479660540448116
498.txt,238.txt,0.03147840528364937
360.txt,368.txt,0.031477814967978884
328.txt,274.txt,0.031475036968605055
296.txt,377.txt,0.03147486722948731
38.txt,373.txt,0.031473660449621216
339.txt,41.txt,0.03147043722921806
108.txt,173.txt,0.03146955688153909
312.txt,406.txt,0.03146954896143611
221.txt,312.txt,0.031467516311168585
174.txt,223.txt,0.0314636691896595
339.txt,414.txt,0.03146357076064687
209.txt,356.txt,0.031463293305481005
260.txt,367.txt,0.03146261604498597
111.txt,423.txt,0.0314618281047534
55.txt,487.txt,0.03146138109761735
82.txt,307.txt,0.03145632489585953
107.txt,270.txt,0.031456284949043796
64.txt,400.txt,0.03145574933148064
446.txt,376.txt,0.03145216635818134
50.txt,38.txt,0.031451095772335465
366.txt,357.txt,0.03144976956861651
221.txt,139.txt,0.0314485088751881
332.txt,163.txt,0.03144847997695377
308.txt,439.txt,0.03144805403430888
305.txt,373.txt,0.031447128725056187
370.txt,166.txt,0.0314460519384875
241.txt,220.txt,0.031445398814953014
450.txt,258.txt,0.03144471319102412
134.txt,301.txt,0.03144424084223508
445.txt,32.txt,0.031438293552974624
405.txt,235.txt,0.03143649597194903
53.txt,9.txt,0.03143609430621771
19.txt,163.txt,0.03143585742422494
450.txt,476.txt,0.03143321923916158
474.txt,114.txt,0.03143153593367105
149.txt,214.txt,0.03143089986790989
308.txt,209.txt,0.031430809704704576
271.txt,11.txt,0.0314304007671269
280.txt,436.txt,0.03142975172207458
376.txt,436.txt,0.03142920870056385
159.txt,109.txt,0.03142699213664007
292.txt,31.txt,0.03142667933757056
469.txt,458.txt,0.03142349786148575
73.txt,163.txt,0.03142271831966676
392.txt,372.txt,0.031415349276395284
33.txt,354.txt,0.031412233047599714
290.txt,408.txt,0.031412025469572
82.txt,99.txt,0.03140725382019358
351.txt,108.txt,0.03140203770484501
200.txt,62.txt,0.03140149005306521
206.txt,238.txt,0.03139704875723382
26.txt,308.txt,0.03139560325431581
213.txt,333.txt,0.03139430075929096
369.txt,31.txt,0.03139328996916584
351.txt,374.txt,0.03139208338638333
280.txt,238.txt,0.03139166894341589
351.txt,322.txt,0.031388868026041836
336.txt,451.txt,0.031388325228339155
113.txt,270.txt,0.03138626325854144
87.txt,476.txt,0.03138600951433931
473.txt,406.txt,0.031385964297797095
29.txt,66.txt,0.03138317784601925
73.txt,443.txt,0.031381953249307995
405.txt,396.txt,0.03138185258196853
223.txt,489.txt,0.0313802611081614
433.txt,270.txt,0.03137985653304301
20.txt,424.txt,0.03137815464564316
315.txt,324.txt,0.0313777837464931
23.txt,400.txt,0.03137735504553643
466.txt,330.txt,0.031374364830749145
422.txt,98.txt,0.03137335829677975
243.txt,332.txt,0.031371466959886844
48.txt,99.txt,0.03136966406099952
429.txt,462.txt,0.031367189137811884
110.txt,204.txt,0.03136529640760809
423.txt,32.txt,0.031365080421196415
316.txt,214.txt,0.03136387452223775
56.txt,277.txt,0.03136231370509441
98.txt,439.txt,0.031359276934272234
440.txt,109.txt,0.03135841321608374
221.txt,307.txt,0.03135828826336041
324.txt,409.txt,0.03135815687947221
326.txt,367.txt,0.0313568421653648
476.txt,440.txt,0.031355943884538766
159.txt,301.txt,0.03135303830307965
429.txt,151.txt,0.03134540846099137
463.txt,414.txt,0.031343684741030914
481.txt,374.txt,0.03134278517385609
285.txt,423.txt,0.031341532981720856
105.txt,377.txt,0.03134088654022591
244.txt,443.txt,0.03134037683083604
113.txt,458.txt,0.031339574315772493
128.txt,204.txt,0.03133689781291348
270.txt,112.txt,0.03133634255240246
157.txt,291.txt,0.03133499457886998
64.txt,309.txt,0.03133481355071302
130.txt,66.txt,0.03133348455103401
483.txt,343.txt,0.03132816491383067
422.txt,105.txt,0.03132501268959485
110.txt,292.txt,0.0313249573291848
299.txt,35.txt,0.03132426310459083
491.txt,465.txt,0.03132275885959715
206.txt,149.txt,0.03132168752441756
369.txt,479.txt,0.03132098452249108
370.txt,211.txt,0.031318477097848164
421.txt,28.txt,0.031317721893562966
159.txt,382.txt,0.03131702365941584
369.txt,342.txt,0.03131522187188688
473.txt,486.txt,0.03131282901933904
448.txt,75.txt,0.03131260561729622
466.txt,246.txt,0.03131224932740633
367.txt,356.txt,0.031310292337166534
381.txt,3.txt,0.03131005978501776
315.txt,375.txt,0.03130902916141006
376.txt,219.txt,0.03130272597779219
32.txt,207.txt,0.03130256970063638
461.txt,219.txt,0.03130250608781439
465.txt,418.txt,0.03130215636480778
463.txt,443.txt,0.03129965647307253
16.txt,342.txt,0.03129929503273178
318.txt,264.txt,0.03129804009455542
307.txt,406.txt,0.03129556762476824
39.txt,253.txt,0.03129470853271205
315.txt,340.txt,0.03129434917505418
346.txt,232.txt,0.031292193304305015
200.txt,159.txt,0.031292153682089215
314.txt,352.txt,0.031291847899203966
331.txt,354.txt,0.03129078686734262
475.txt,335.txt,0.03129030332532053
373.txt,32.txt,0.03128751038719395
287.txt,328.txt,0.03128666467421304
174.txt,458.txt,0.031284790658576166
369.txt,496.txt,0.03128275723371767
422.txt,171.txt,0.031282462853441245
370.txt,173.txt,0.03128065615175929
82.txt,275.txt,0.031280603483603606
108.txt,312.txt,0.03127962108224469
51.txt,312.txt,0.031279594823091915
381.txt,123.txt,0.03127864552866956
341.txt,495.txt,0.03127858375783955
33.txt,333.txt,0.031278552539696663
337.txt,123.txt,0.03127835750602144
285.txt,487.txt,0.0312774975622551
292.txt,290.txt,0.03127476333258632
172.txt,371.txt,0.03127382541304964
144.txt,343.txt,0.03127178143166348
82.txt,444.txt,0.031270294777143715
144.txt,377.txt,0.03127022720504541
416.txt,240.txt,0.03126832439291229
153.txt,328.txt,0.0312680509695222
157.txt,261.txt,0.03126791013334433
448.txt,310.txt,0.031267625213174714
298.txt,148.txt,0.03126735869147215
370.txt,12.txt,0.03126496069898008
345.txt,376.txt,0.03126270657472429
32.txt,309.txt,0.031262499678846686
87.txt,4.txt,0.03126208346691389
130.txt,380.txt,0.03125868520271707
404.txt,219.txt,0.031257822039171525
297.txt,379.txt,0.03125655382189324
470.txt,389.txt,0.031253743479852464
336.txt,58.txt,0.031249840406687844
353.txt,272.txt,0.0312455196936108
200.txt,407.txt,0.031245427417316708
455.txt,355.txt,0.031244657372291647
271.txt,102.txt,0.03124332294748417
67.txt,436.txt,0.03123976323683325
449.txt,307.txt,0.03123909893525014
138.txt,271.txt,0.031238964022570682
286.txt,352.txt,0.031237669750938637
23.txt,104.txt,0.03123752583670908
450.txt,437.txt,0.031237182652490723
328.txt,126.txt,0.031233665406312332
475.txt,39.txt,0.031233164637220964
381.txt,7.txt,0.03123306795490583
307.txt,151.txt,0.031232212027986175
260.txt,241.txt,0.031225399286134117
64.txt,357.txt,0.031222105672891014
139.txt,109.txt,0.031216577107088
79.txt,445.txt,0.03121638392178597
228.txt,220.txt,0.031214777396716388
45.txt,488.txt,0.031212009901597726
470.txt,41.txt,0.03121187561031344
200.txt,296.txt,0.031208055786489722
21.txt,215.txt,0.031207262044798383
405.txt,173.txt,0.03120630165414309
148.txt,301.txt,0.031205262889057436
480.txt,470.txt,0.031203952310462663
47.txt,429.txt,0.031203668225395716
430.txt,354.txt,0.031199617993010704
280.txt,157.txt,0.031197026459274756
345.txt,304.txt,0.031196650965071866
416.txt,343.txt,0.031196128288838547
351.txt,309.txt,0.03119602354222965
422.txt,131.txt,0.03119599071216535
479.txt,309.txt,0.031193365455959184
133.txt,270.txt,0.031192901349169813
150.txt,214.txt,0.031188225588319844
258.txt,97.txt,0.03118754037300557
139.txt,112.txt,0.031186034131176835
145.txt,130.txt,0.031185637946824486
445.txt,232.txt,0.03118160428436307
463.txt,163.txt,0.03118085920577335
108.txt,465.txt,0.031180357760788046
220.txt,41.txt,0.031178024505532524
242.txt,424.txt,0.03117610024930674
171.txt,109.txt,0.031175771975339106
447.txt,207.txt,0.031170962698691376
305.txt,292.txt,0.031169651832189716
292.txt,152.txt,0.03116911576674527
370.txt,42.txt,0.03116879624891635
200.txt,27.txt,0.031164449359113524
476.txt,496.txt,0.031161370438788947
474.txt,131.txt,0.031159268817691804
444.txt,290.txt,0.03115847011772607
107.txt,228.txt,0.03115797031116436
150.txt,341.txt,0.031156520414798588
326.txt,409.txt,0.031156183439565572
161.txt,381.txt,0.031155505221210533
158.txt,306.txt,0.031154764441797038
470.txt,5.txt,0.03115458686178198
376.txt,310.txt,0.031152252480014117
346.txt,372.txt,0.031151727680477206
477.txt,465.txt,0.031150917268188173
126.txt,240.txt,0.031150461102096755
32.txt,439.txt,0.03114959907568791
271.txt,234.txt,0.031149067535284212
376.txt,400.txt,0.031148787743298368
403.txt,465.txt,0.031145001510354535
368.txt,23.txt,0.031144347518427606
108.txt,307.txt,0.03114332574529873
351.txt,291.txt,0.03114276488450912
134.txt,149.txt,0.031141519468653976
228.txt,376.txt,0.031138689574063263
345.txt,455.txt,0.031134206433836395
448.txt,313.txt,0.031134146949309438
244.txt,313.txt,0.03113278113643529
452.txt,161.txt,0.031126801705867332
439.txt,304.txt,0.031125964961854567
405.txt,348.txt,0.031124834360902628
337.txt,159.txt,0.031122037580909756
398.txt,136.txt,0.031121515407605636
64.txt,408.txt,0.031121027536786527
298.txt,465.txt,0.031118880854422187
392.txt,285.txt,0.031118167794058755
480.txt,352.txt,0.031118050251458425
200.txt,380.txt,0.031113326258147358
475.txt,478.txt,0.03111136155022335
97.txt,240.txt,0.031108861233023137
133.txt,220.txt,0.031105818986926676
26.txt,318.txt,0.03110581244984388
14.txt,99.txt,0.031105277229537955
128.txt,99.txt,0.0311028146398666
290.txt,207.txt,0.031099953551233107
449.txt,280.txt,0.031097616222809904
341.txt,263.txt,0.03109621227907024
79.txt,373.txt,0.031092123999282222
21.txt,168.txt,0.031086132604176208
430.txt,439.txt,0.03108583940369376
430.txt,451.txt,0.031085084502963798
62.txt,381.txt,0.031083964215227522
160.txt,328.txt,0.031083589570852502
452.txt,104.txt,0.03108263946206119
482.txt,381.txt,0.031082282906118187
204.txt,352.txt,0.03108015041505403
318.txt,365.txt,0.03107647563492698
145.txt,422.txt,0.031075726547936104
337.txt,32.txt,0.03107419962173899
496.txt,451.txt,0.031071853992821783
322.txt,121.txt,0.031068829875530456
48.txt,148.txt,0.031067890218952492
382.txt,104.txt,0.031067673392887848
489.txt,317.txt,0.031065680205789963
341.txt,163.txt,0.031062694593503623
486.txt,28.txt,0.031062390942062743
376.txt,151.txt,0.031061876897725958
461.txt,406.txt,0.03106116993392295
449.txt,168.txt,0.031059439595260144
429.txt,375.txt,0.031059054507364004
483.txt,410.txt,0.031058542240278042
202.txt,35.txt,0.03105717966072
292.txt,478.txt,0.031055061903029903
340.txt,5.txt,0.03105219649258697
123.txt,374.txt,0.031049342589037694
242.txt,473.txt,0.031046812430023732
475.txt,331.txt,0.031043203672085597
351.txt,399.txt,0.031042945053003354
476.txt,174.txt,0.0310391530080869
367.txt,460.txt,0.03103767991587031
360.txt,241.txt,0.03103735050174938
149.txt,301.txt,0.031037340113087307
20.txt,263.txt,0.03103690586593909
285.txt,382.txt,0.03103472025087134
465.txt,499.txt,0.031034028706412593
369.txt,66.txt,0.031033292412194106
288.txt,149.txt,0.0310332901083859
290.txt,240.txt,0.03103062054101247
221.txt,173.txt,0.031027924083987638
491.txt,340.txt,0.03102586649903254
476.txt,377.txt,0.03102557207123221
242.txt,220.txt,0.031024428442103562
352.txt,400.txt,0.03102148602344446
404.txt,261.txt,0.031018510715879865
19.txt,400.txt,0.031018223643092754
332.txt,390.txt,0.031017809061829937
58.txt,414.txt,0.03101621218842274
80.txt,354.txt,0.031013600390910397
404.txt,365.txt,0.031013206826238236
202.txt,377.txt,0.0310123051791714
310.txt,495.txt,0.031010531630032086
345.txt,355.txt,0.031007951904046024
351.txt,221.txt,0.03100659204518676
21.txt,97.txt,0.030997417407440185
346.txt,443.txt,0.03099656769523386
150.txt,446.txt,0.030994442469956494
107.txt,405.txt,0.030990339767003446
316.txt,343.txt,0.03098784791144707
452.txt,462.txt,0.030986236621957396
159.txt,136.txt,0.030985111421554856
308.txt,301.txt,0.030985077285846603
418.txt,442.txt,0.030984073365580157
495.txt,317.txt,0.030983250735797597
360.txt,32.txt,0.030982636862408795
32.txt,220.txt,0.030981950231173196
346.txt,23.txt,0.03097853302848559
364.txt,496.txt,0.030976657227953352
439.txt,400.txt,0.0309753529859333
287.txt,365.txt,0.0309744558829737
322.txt,41.txt,0.030973945998852236
64.txt,465.txt,0.030973440062028432
98.txt,148.txt,0.030970046041169343
102.txt,371.txt,0.030969087542547017
44.txt,379.txt,0.030968690702774433
224.txt,381.txt,0.030968531987164923
23.txt,315.txt,0.030968501153808583
150.txt,61.txt,0.030968226307501862
221.txt,408.txt,0.030967949104308456
446.txt,271.txt,0.03096578119526429
163.txt,439.txt,0.03096530652145723
